Song Title,Artist,Features,Values
New Year’s Day,Taylor Swift,acousticness,0.921
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,acousticness,0.198
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,acousticness,0.198
Mean (Taylor's Version),Taylor Swift,acousticness,0.311
Mean (Taylor's Version),Taylor Swift,acousticness,0.311
Tim McGraw,Taylor Swift,acousticness,0.575
Tim McGraw,Taylor Swift,acousticness,0.575
Enchanted,Taylor Swift,acousticness,0.0739
Enchanted,Taylor Swift,acousticness,0.0739
Pantropiko,Bini,danceability,
"Salamin, Salamin",Bini,danceability,0.819
Karera,Bini,danceability,
Lagi,Bini,danceability,
Na Na Na,Bini,danceability,0.692
Huwag Muna Tayong Umuwi,Bini,danceability,
Na Na Nandito Lang,Bini,danceability,0.826
I Feel Good,Bini,danceability,
Ang Huling Cha Cha,Bini,danceability,0.764
Diyan Ka Lang,Bini,danceability,0.752
Golden Arrow,Bini,danceability,0.797
Pantropiko,Bini,danceability,0.78
Born To Win,Bini,danceability,
Strings,Bini,danceability,0.743
Kinikilig,Bini,danceability,0.624
Pit a Pat,Bini,danceability,0.83
Karera,Bini,danceability,0.73
Da Coconut Nut,Bini,danceability,0.695
No Fear,Bini,danceability,0.643
Kabataang Pinoy,Bini,danceability,0.603
8,Bini,danceability,0.56
Here With You,Bini,danceability,
Love Yourself,Bini,danceability,0.778
Gandang Vitakeratin,Bini,danceability,0.825
Lagi - Acoustic,Bini,danceability,0.777
Made for All,Bini,danceability,0.677
"Bata, Kaya Mo!",Bini,danceability,0.756
Super Crush,Bini,danceability,0.747
Kapit Lang,Bini,danceability,
Strings - Dance Version,Bini,danceability,0.677
B HU U R,Bini,danceability,0.741
"Read All About It, Pt. III",Bini,danceability,0.668
Hunger - Live,Bini,danceability,0.353
Come Up Here - Live,Bini,danceability,0.322
Lagi,Bini,danceability,
I Feel Good,Bini,danceability,0.683
Here Comes the Glory - Live,Bini,danceability,0.306
I See Jesus - Live,Bini,danceability,0.306
Born To Win - Bahasa Version,Bini,danceability,0.79
Born To Win - Japanese Version,Bini,danceability,0.816
Living Proof - Live,Bini,danceability,
Born To Win - Spanish Version,Bini,danceability,0.839
Up!,Bini,danceability,0.725
Born To Win - Thai Version,Bini,danceability,0.834
Born To Win,Bini,danceability,0.857
Kapit Lang,Bini,danceability,0.719
The Revelation of Jesus - Live,Bini,danceability,0.374
"Read All About It, Pt. III - Extended",Bini,danceability,0.787
All Things - Live,Bini,danceability,0.25
Born to Win - Acapella,Bini,danceability,0.685
Born to Win,Bini,danceability,0.857
Doxology (Hallelujah) - Live,Bini,danceability,0.261
Peace Of Mind,Bini,danceability,0.645
Kaze Wo Atsumete,Bini,danceability,0.457
I Was In The Spirit On The Lord's Day - Live,Bini,danceability,0.206
Born to Win - EDM Version,Bini,danceability,0.612
The Letters - Live,Bini,danceability,0.258
Patmos - Live,Bini,danceability,0.329
I Can't Stay Here - Live,Bini,danceability,0.389
Born To Win - String Quartet Version,Bini,danceability,0.68
Born To Win - Latin Version,Bini,danceability,0.666
Born To Win - Instrumental,Bini,danceability,0.748
Huwag Muna Tayong Umuwi,Bini,danceability,0.561
The Mighty Chorus - Live,Bini,danceability,0.336
My Soul Follows - Live,Bini,danceability,0.315
Waterfall - Live,Bini,danceability,0.434
Bringing Back the Ark - Live,Bini,danceability,0.44
Living Proof - Live,Bini,danceability,0.222
Rabbit Hole,Bini,danceability,0.39
One Life,Bini,danceability,0.928
All Creation - Live,Bini,danceability,0.553
How Great / It Is Happening - Live,Bini,danceability,0.356
Faith Sees - Live,Bini,danceability,0.555
Lagi,Bini,danceability,
Here With You,Bini,danceability,0.592
I See Jesus,Bini,danceability,0.37
Feel Like Dancing,Bini,danceability,0.731
Song of My Heart - Live,Bini,danceability,0.514
All Because You're Here - Live,Bini,danceability,0.274
I Delight - Live,Bini,danceability,0.186
Be Still and Know - Live,Bini,danceability,0.269
Joy Never-Ending - Live,Bini,danceability,0.511
Nevroze ari,Bini,danceability,0.746
Theme From The House Of Glass,Bini,danceability,0.609
Yes (Obedience) - Live,Bini,danceability,0.397
Groove is in the Heart - Dee-Booty Mix,Bini,danceability,0.798
Tell of Your Glory - Live,Bini,danceability,0.527
Gate of Heaven - Live,Bini,danceability,0.345
Be Still and Know - Reprise,Bini,danceability,0.353
Unshakable Love,Bini,danceability,0.289
The Mighty Chorus,Bini,danceability,0.432
Ain't Nothing Going On,Bini,danceability,0.775
Family Affair,Bini,danceability,0.767
Calma,Bini,danceability,0.757
Lagi,Bini,danceability,0.777
Blessed Be the Name - Live,Bini,danceability,0.362
Pushin P - Instrumental,Bini,danceability,0.771
7 Dite,Bini,danceability,0.734
Hide Away,Bini,danceability,0.292
Receive,Bini,danceability,0.338
Sitya Loss,Eddy Kenzo,danceability,0.799
Tweyagale,Eddy Kenzo,danceability,0.768
Mbilo Mbilo,Eddy Kenzo,danceability,0.75
Mariaroza,Eddy Kenzo,danceability,0.81
Weekend,Eddy Kenzo,danceability,0.795
Balippila Boda,Eddy Kenzo,danceability,0.888
Semyekozo,Eddy Kenzo,danceability,0.801
Jambole,Eddy Kenzo,danceability,0.725
Selebu,Eddy Kenzo,danceability,0.71
Muleleetu,Eddy Kenzo,danceability,0.772
Zigido,Eddy Kenzo,danceability,0.635
Blessed,Eddy Kenzo,danceability,0.778
Sango,Eddy Kenzo,danceability,0.72
Mariarosa,Eddy Kenzo,danceability,0.813
Byansi,Eddy Kenzo,danceability,0.788
Stamina [Rmx],Eddy Kenzo,danceability,0.752
Nsimbudde,Eddy Kenzo,danceability,0.807
Kadondo Style,Eddy Kenzo,danceability,0.757
Enjoyment,Eddy Kenzo,danceability,0.781
Signal,Eddy Kenzo,danceability,0.758
Soraye,Eddy Kenzo,danceability,0.765
Nkulungula,Eddy Kenzo,danceability,0.819
Nice and Lovely,Eddy Kenzo,danceability,0.701
Come Over,Eddy Kenzo,danceability,0.845
Mbilo Mbilo (Remix) [feat. Niniola],Eddy Kenzo,danceability,0.707
Omutto,Eddy Kenzo,danceability,0.891
So Good,Eddy Kenzo,danceability,0.84
Missounwa (Remix),Eddy Kenzo,danceability,0.734
Nze Mutuufu,Eddy Kenzo,danceability,0.788
Pull Up,Eddy Kenzo,danceability,0.828
Style Zo (Kadondo),Eddy Kenzo,danceability,0.769
Practical,Eddy Kenzo,danceability,0.811
Melo,Eddy Kenzo,danceability,0.729
Moni (Remix),Eddy Kenzo,danceability,0.779
Bibaawo,Eddy Kenzo,danceability,0.725
Viva Africa,Eddy Kenzo,danceability,0.741
She Be Like(Ekotide),Eddy Kenzo,danceability,0.716
Sitya Loss (Remix) [feat. Toofan],Eddy Kenzo,danceability,0.812
Let's Go (Palalawe),Eddy Kenzo,danceability,0.767
Leega,Eddy Kenzo,danceability,0.782
Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,danceability,0.543
Kikili Dance,Eddy Kenzo,danceability,0.841
Ya Solo (feat. Heavy K),Eddy Kenzo,danceability,0.747
Komole,Eddy Kenzo,danceability,0.743
Yele,Eddy Kenzo,danceability,0.795
Abakyakala - Remix,Eddy Kenzo,danceability,0.827
Freestyle,Eddy Kenzo,danceability,0.855
Konkon,Eddy Kenzo,danceability,0.771
Shauri Yako,Eddy Kenzo,danceability,0.686
Jambole (Remix) [feat. Kcee],Eddy Kenzo,danceability,0.752
obsessed,Olivia Rodrigo,danceability,
vampire,Olivia Rodrigo,danceability,
so american,Olivia Rodrigo,danceability,
bad idea right?,Olivia Rodrigo,danceability,
favorite crime,Olivia Rodrigo,danceability,
deja vu,Olivia Rodrigo,danceability,
traitor,Olivia Rodrigo,danceability,
good 4 u,Olivia Rodrigo,danceability,
get him back!,Olivia Rodrigo,danceability,
stranger,Olivia Rodrigo,danceability,
drivers license,Olivia Rodrigo,danceability,
all-american bitch,Olivia Rodrigo,danceability,
"jealousy, jealousy",Olivia Rodrigo,danceability,
lacy,Olivia Rodrigo,danceability,
love is embarrassing,Olivia Rodrigo,danceability,
brutal,Olivia Rodrigo,danceability,
happier,Olivia Rodrigo,danceability,
scared of my guitar,Olivia Rodrigo,danceability,
the grudge,Olivia Rodrigo,danceability,
"1 step forward, 3 steps back",Olivia Rodrigo,danceability,
girl i’ve always been,Olivia Rodrigo,danceability,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,danceability,
making the bed,Olivia Rodrigo,danceability,
enough for you,Olivia Rodrigo,danceability,
ballad of a homeschooled girl,Olivia Rodrigo,danceability,
logical,Olivia Rodrigo,danceability,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,danceability,0.521
pretty isn’t pretty,Olivia Rodrigo,danceability,
teenage dream,Olivia Rodrigo,danceability,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,danceability,0.376
hope ur ok,Olivia Rodrigo,danceability,
all-american bitch,Olivia Rodrigo,danceability,
bad idea right?,Olivia Rodrigo,danceability,
get him back!,Olivia Rodrigo,danceability,
love is embarrassing,Olivia Rodrigo,danceability,
ballad of a homeschooled girl,Olivia Rodrigo,danceability,
vampire,Olivia Rodrigo,danceability,
lacy,Olivia Rodrigo,danceability,
making the bed,Olivia Rodrigo,danceability,
the grudge,Olivia Rodrigo,danceability,
logical,Olivia Rodrigo,danceability,
pretty isn’t pretty,Olivia Rodrigo,danceability,
teenage dream,Olivia Rodrigo,danceability,
All I Want,Olivia Rodrigo,danceability,0.376
vampire,Olivia Rodrigo,danceability,
obsessed,Olivia Rodrigo,danceability,0.69
drivers license,Olivia Rodrigo,danceability,0.584
so american,Olivia Rodrigo,danceability,0.442
good 4 u,Olivia Rodrigo,danceability,0.562
deja vu,Olivia Rodrigo,danceability,0.442
get him back!,Olivia Rodrigo,danceability,
stranger,Olivia Rodrigo,danceability,0.533
"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,danceability,0.469
bad idea right?,Olivia Rodrigo,danceability,
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,danceability,0.437
scared of my guitar,Olivia Rodrigo,danceability,0.459
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,danceability,0.522
Start of Something New - Nini Version,Olivia Rodrigo,danceability,
girl i’ve always been,Olivia Rodrigo,danceability,0.702
brutal,Olivia Rodrigo,danceability,0.671
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,danceability,0.519
all-american bitch,Olivia Rodrigo,danceability,
All I Want - Love That Lasts Mix,Olivia Rodrigo,danceability,0.362
the grudge,Olivia Rodrigo,danceability,
happier,Olivia Rodrigo,danceability,0.399
"1 step forward, 3 steps back",Olivia Rodrigo,danceability,0.472
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,danceability,0.781
Wondering,Olivia Rodrigo,danceability,0.456
Out of the Old,Olivia Rodrigo,danceability,0.626
"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,danceability,0.678
pretty isn’t pretty,Olivia Rodrigo,danceability,
love is embarrassing,Olivia Rodrigo,danceability,
The Rose Song,Olivia Rodrigo,danceability,0.437
traitor,Olivia Rodrigo,danceability,0.38
lacy,Olivia Rodrigo,danceability,
making the bed,Olivia Rodrigo,danceability,
ballad of a homeschooled girl,Olivia Rodrigo,danceability,
"jealousy, jealousy",Olivia Rodrigo,danceability,0.695
logical,Olivia Rodrigo,danceability,
teenage dream,Olivia Rodrigo,danceability,
favorite crime,Olivia Rodrigo,danceability,0.369
Just for a Moment,Olivia Rodrigo,danceability,0.435
enough for you,Olivia Rodrigo,danceability,0.638
all-american bitch,Olivia Rodrigo,danceability,0.428
hope ur ok,Olivia Rodrigo,danceability,0.443
bad idea right?,Olivia Rodrigo,danceability,0.623
"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,danceability,0.577
get him back!,Olivia Rodrigo,danceability,0.55
love is embarrassing,Olivia Rodrigo,danceability,0.53
ballad of a homeschooled girl,Olivia Rodrigo,danceability,0.341
"Out of the Old - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,danceability,0.624
vampire,Olivia Rodrigo,danceability,0.476
lacy,Olivia Rodrigo,danceability,0.436
making the bed,Olivia Rodrigo,danceability,0.34
the grudge,Olivia Rodrigo,danceability,0.563
Start of Something New - Nini Version,Olivia Rodrigo,danceability,0.453
pretty isn’t pretty,Olivia Rodrigo,danceability,0.55
logical,Olivia Rodrigo,danceability,0.456
teenage dream,Olivia Rodrigo,danceability,0.413
Wondering - Ashlyn & Nini Piano Version,Olivia Rodrigo,danceability,0.607
Espresso,Sabrina Carpenter,danceability,0.701
Feather,Sabrina Carpenter,danceability,
Nonsense,Sabrina Carpenter,danceability,
because i liked a boy,Sabrina Carpenter,danceability,
Looking at Me,Sabrina Carpenter,danceability,0.681
Read your Mind,Sabrina Carpenter,danceability,
Vicious,Sabrina Carpenter,danceability,
emails i can’t send,Sabrina Carpenter,danceability,
Thumbs,Sabrina Carpenter,danceability,0.73
opposite,Sabrina Carpenter,danceability,0.623
Already Over,Sabrina Carpenter,danceability,
Sue Me,Sabrina Carpenter,danceability,0.46
Fast Times,Sabrina Carpenter,danceability,
things i wish you said,Sabrina Carpenter,danceability,0.55
Tornado Warnings,Sabrina Carpenter,danceability,
Skin,Sabrina Carpenter,danceability,0.557
I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,danceability,0.345
Read your Mind,Sabrina Carpenter,danceability,0.659
bet u wanna,Sabrina Carpenter,danceability,
Lonesome,Sabrina Carpenter,danceability,0.624
Nonsense,Sabrina Carpenter,danceability,
emails i can’t send,Sabrina Carpenter,danceability,0.505
Vicious,Sabrina Carpenter,danceability,
because i liked a boy,Sabrina Carpenter,danceability,
Already Over,Sabrina Carpenter,danceability,0.559
Can't Blame a Girl for Trying,Sabrina Carpenter,danceability,0.601
Tornado Warnings,Sabrina Carpenter,danceability,0.695
Fast Times,Sabrina Carpenter,danceability,
bet u wanna,Sabrina Carpenter,danceability,0.587
Why,Sabrina Carpenter,danceability,0.633
how many things,Sabrina Carpenter,danceability,
Bad for Business,Sabrina Carpenter,danceability,
Feather,Sabrina Carpenter,danceability,
skinny dipping,Sabrina Carpenter,danceability,
Bad for Business,Sabrina Carpenter,danceability,0.596
decode,Sabrina Carpenter,danceability,
Feather - Sped Up,Sabrina Carpenter,danceability,
decode,Sabrina Carpenter,danceability,0.592
skinny dipping,Sabrina Carpenter,danceability,
Exhale,Sabrina Carpenter,danceability,0.513
Paris,Sabrina Carpenter,danceability,0.576
cindy lou who,Sabrina Carpenter,danceability,0.39
Nonsense - Sped Up Version,Sabrina Carpenter,danceability,0.541
how many things,Sabrina Carpenter,danceability,0.518
Eyes Wide Open,Sabrina Carpenter,danceability,0.584
Honeymoon Fades,Sabrina Carpenter,danceability,0.503
"Let Me Move You - From the Netflix film ""Work It""",Sabrina Carpenter,danceability,0.624
Almost Love,Sabrina Carpenter,danceability,0.81
On Purpose,Sabrina Carpenter,danceability,0.603
Mona Lisa,Sabrina Carpenter,danceability,0.764
In My Bed,Sabrina Carpenter,danceability,0.545
A Nonsense Christmas,Sabrina Carpenter,danceability,
I'm Fakin,Sabrina Carpenter,danceability,0.729
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,danceability,0.766
Vicious,Sabrina Carpenter,danceability,0.721
santa doesn’t know you like i do,Sabrina Carpenter,danceability,0.61
Pushing 20,Sabrina Carpenter,danceability,0.633
Alien,Sabrina Carpenter,danceability,0.72
Smoke and Fire,Sabrina Carpenter,danceability,0.459
We'll Be The Stars,Sabrina Carpenter,danceability,0.563
Diamonds Are Forever,Sabrina Carpenter,danceability,0.418
is it new years yet?,Sabrina Carpenter,danceability,0.845
prfct,Sabrina Carpenter,danceability,0.789
I Can't Stop Me,Sabrina Carpenter,danceability,0.677
Nonsense,Sabrina Carpenter,danceability,
A Nonsense Christmas,Sabrina Carpenter,danceability,0.723
The Middle of Starting Over,Sabrina Carpenter,danceability,0.49
buy me presents,Sabrina Carpenter,danceability,0.659
Shadows,Sabrina Carpenter,danceability,0.532
Run and Hide,Sabrina Carpenter,danceability,0.522
Bad Time,Sabrina Carpenter,danceability,0.667
Too Young,Sabrina Carpenter,danceability,0.317
Feather - Spotify Singles,Sabrina Carpenter,danceability,0.734
Nonsense (with Coi Leray) - Remix,Sabrina Carpenter,danceability,0.734
Fast Times,Sabrina Carpenter,danceability,0.721
Tell Em,Sabrina Carpenter,danceability,0.792
A Dream is a Wish Your Heart Makes/So This is Love,Sabrina Carpenter,danceability,0.504
Feather,Sabrina Carpenter,danceability,0.787
Take Off All Your Cool,Sabrina Carpenter,danceability,0.514
because i liked a boy,Sabrina Carpenter,danceability,0.469
Take You Back,Sabrina Carpenter,danceability,0.625
Hold Tight,Sabrina Carpenter,danceability,0.582
Seamless,Sabrina Carpenter,danceability,0.607
Your Love's Like,Sabrina Carpenter,danceability,0.536
white xmas,Sabrina Carpenter,danceability,0.401
skinny dipping,Sabrina Carpenter,danceability,0.456
Feels Like Loneliness,Sabrina Carpenter,danceability,0.746
Don't Want It Back,Sabrina Carpenter,danceability,0.523
Two Young Hearts,Sabrina Carpenter,danceability,0.605
All We Have Is Love,Sabrina Carpenter,danceability,0.658
Rescue Me,Sabrina Carpenter,danceability,0.449
Feather - Sped Up,Sabrina Carpenter,danceability,0.718
Best Thing I Got,Sabrina Carpenter,danceability,0.671
White Flag,Sabrina Carpenter,danceability,0.678
Mirage,Sabrina Carpenter,danceability,0.635
No Words,Sabrina Carpenter,danceability,0.72
Space,Sabrina Carpenter,danceability,0.619
Darling I'm a Mess,Sabrina Carpenter,danceability,0.552
Right Now,Sabrina Carpenter,danceability,0.649
Nonsense,Sabrina Carpenter,danceability,0.74
Fortnight (feat. Post Malone),Taylor Swift,danceability,
Down Bad,Taylor Swift,danceability,
Fortnight (feat. Post Malone),Taylor Swift,danceability,
I Can Do It With a Broken Heart,Taylor Swift,danceability,
"So Long, London",Taylor Swift,danceability,
But Daddy I Love Him,Taylor Swift,danceability,
Who’s Afraid of Little Old Me?,Taylor Swift,danceability,
The Tortured Poets Department,Taylor Swift,danceability,
My Boy Only Breaks His Favorite Toys,Taylor Swift,danceability,
Guilty as Sin?,Taylor Swift,danceability,
Florida!!! (feat. Florence + The Machine),Taylor Swift,danceability,
The Smallest Man Who Ever Lived,Taylor Swift,danceability,
The Black Dog,Taylor Swift,danceability,
imgonnagetyouback,Taylor Swift,danceability,
Fresh Out The Slammer,Taylor Swift,danceability,
The Alchemy,Taylor Swift,danceability,
So High School,Taylor Swift,danceability,
loml,Taylor Swift,danceability,
Cruel Summer,Taylor Swift,danceability,
thanK you aIMee,Taylor Swift,danceability,
I Can Fix Him (No Really I Can),Taylor Swift,danceability,
The Prophecy,Taylor Swift,danceability,
The Albatross,Taylor Swift,danceability,
Clara Bow,Taylor Swift,danceability,
How Did It End?,Taylor Swift,danceability,
I Hate It Here,Taylor Swift,danceability,
Chloe or Sam or Sophia or Marcus,Taylor Swift,danceability,
I Look in People's Windows,Taylor Swift,danceability,
